"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"17/09/2021";"2100";"22,9";"24,3";"22,9";"70,0";"70,0";"66,0";"17,1";"17,5";"17,0";"917,2";"917,2";"916,6";"3,4";"246,0";"5,7";"109,50";"0,0"
"17/09/2021";"2200";"21,5";"22,9";"21,5";"73,0";"73,0";"70,0";"16,5";"17,1";"16,4";"917,6";"917,6";"917,2";"3,8";"252,0";"6,8";"";"0,0"
"17/09/2021";"2300";"19,9";"21,5";"19,9";"78,0";"78,0";"73,0";"16,0";"16,4";"16,0";"918,1";"918,1";"917,6";"4,2";"249,0";"8,4";"";"0,0"
"18/09/2021";"0000";"18,6";"19,9";"18,6";"82,0";"82,0";"78,0";"15,6";"16,1";"15,5";"918,4";"918,4";"918,1";"3,2";"242,0";"8,5";"";"0,0"
"18/09/2021";"0100";"17,7";"18,6";"17,7";"87,0";"87,0";"82,0";"15,5";"15,6";"15,4";"918,3";"918,4";"918,3";"3,2";"250,0";"7,5";"";"0,0"
"18/09/2021";"0200";"17,2";"17,7";"17,2";"89,0";"89,0";"87,0";"15,4";"15,5";"15,3";"918,2";"918,4";"918,2";"2,1";"245,0";"5,9";"";"0,0"
"18/09/2021";"0300";"16,7";"17,2";"16,7";"92,0";"92,0";"89,0";"15,3";"15,4";"15,3";"917,6";"918,2";"917,6";"1,6";"236,0";"5,3";"";"0,0"
"18/09/2021";"0400";"16,7";"17,0";"16,7";"92,0";"92,0";"90,0";"15,4";"15,5";"15,3";"917,3";"917,6";"917,3";"2,4";"256,0";"5,2";"";"0,0"
"18/09/2021";"0500";"16,1";"16,7";"16,1";"95,0";"95,0";"92,0";"15,4";"15,5";"15,3";"916,6";"917,3";"916,6";"0,6";"254,0";"4,7";"";"0,0"
"18/09/2021";"0600";"16,3";"16,3";"16,0";"95,0";"96,0";"95,0";"15,5";"15,6";"15,3";"916,0";"916,6";"916,0";"1,9";"251,0";"3,4";"";"0,0"
"18/09/2021";"0700";"16,3";"16,3";"16,0";"95,0";"96,0";"95,0";"15,5";"15,6";"15,2";"915,7";"916,1";"915,7";"1,6";"243,0";"3,8";"";"0,0"
"18/09/2021";"0800";"16,4";"16,5";"16,3";"94,0";"95,0";"93,0";"15,4";"15,5";"15,3";"915,9";"915,9";"915,7";"0,0";"332,0";"2,5";"";"0,0"
"18/09/2021";"0900";"16,6";"16,6";"16,3";"92,0";"94,0";"92,0";"15,4";"15,5";"15,3";"916,3";"916,4";"915,9";"0,0";"200,0";"1,3";"";"0,0"
"18/09/2021";"1000";"17,5";"17,6";"16,5";"87,0";"92,0";"87,0";"15,3";"15,5";"15,2";"916,5";"916,5";"916,3";"0,0";"13,0";"1,4";"156,40";"0,0"
"18/09/2021";"1100";"20,5";"20,5";"17,5";"76,0";"87,0";"75,0";"16,1";"16,2";"15,3";"917,1";"917,1";"916,5";"0,2";"320,0";"1,7";"771,40";"0,0"
"18/09/2021";"1200";"24,0";"24,0";"20,5";"60,0";"76,0";"60,0";"15,7";"16,2";"15,4";"917,4";"917,4";"917,1";"0,0";"320,0";"1,5";"1403,70";"0,0"
"18/09/2021";"1300";"26,0";"26,1";"24,0";"52,0";"60,0";"51,0";"15,3";"16,1";"15,1";"917,2";"917,4";"917,2";"1,3";"84,0";"3,6";"2028,50";"0,0"
"18/09/2021";"1400";"28,9";"29,0";"26,0";"44,0";"53,0";"44,0";"15,5";"16,2";"15,1";"916,7";"917,2";"916,7";"0,6";"87,0";"4,5";"2509,00";"0,0"
"18/09/2021";"1500";"30,0";"31,1";"28,8";"38,0";"44,0";"35,0";"14,0";"14,9";"13,5";"915,9";"916,7";"915,9";"4,1";"41,0";"7,8";"3015,70";"0,0"
"18/09/2021";"1600";"31,7";"31,9";"30,0";"33,0";"38,0";"32,0";"13,3";"14,4";"13,2";"915,0";"915,9";"914,9";"3,6";"11,0";"7,8";"3064,60";"0,0"
"18/09/2021";"1700";"31,8";"32,6";"31,2";"33,0";"34,0";"31,0";"13,3";"14,2";"12,7";"914,0";"915,0";"914,0";"3,7";"17,0";"7,4";"2688,00";"0,0"
"18/09/2021";"1800";"32,3";"32,8";"31,6";"32,0";"33,0";"30,0";"13,6";"13,7";"12,7";"913,4";"914,0";"913,3";"3,6";"28,0";"7,9";"2282,40";"0,0"
"18/09/2021";"1900";"32,1";"32,6";"31,5";"32,0";"33,0";"31,0";"13,1";"14,1";"12,4";"913,2";"913,4";"913,1";"2,8";"352,0";"7,8";"1323,10";"0,0"
"18/09/2021";"2000";"31,1";"32,1";"31,1";"34,0";"35,0";"31,0";"13,6";"13,9";"12,6";"913,5";"913,5";"913,2";"2,4";"324,0";"6,7";"767,00";"0,0"
"18/09/2021";"2100";"29,4";"31,1";"29,4";"38,0";"38,0";"34,0";"13,7";"13,7";"13,3";"914,0";"914,0";"913,5";"1,6";"325,0";"5,0";"178,60";"0,0"
"18/09/2021";"2200";"27,8";"29,4";"27,8";"43,0";"43,0";"38,0";"14,1";"14,1";"13,5";"914,4";"914,4";"914,0";"0,0";"301,0";"3,7";"";"0,0"
"18/09/2021";"2300";"24,6";"27,8";"24,6";"61,0";"61,0";"43,0";"16,6";"16,6";"14,1";"915,1";"915,1";"914,4";"2,7";"233,0";"5,6";"";"0,0"
"19/09/2021";"0000";"22,7";"24,6";"22,7";"70,0";"70,0";"61,0";"17,0";"17,1";"16,7";"915,8";"915,8";"915,1";"3,3";"248,0";"6,4";"";"0,0"
"19/09/2021";"0100";"21,6";"22,7";"21,6";"74,0";"74,0";"70,0";"16,9";"17,0";"16,8";"916,1";"916,1";"915,7";"2,1";"257,0";"6,4";"";"0,0"
"19/09/2021";"0200";"21,0";"21,6";"21,0";"75,0";"75,0";"73,0";"16,4";"16,8";"16,4";"916,2";"916,2";"916,0";"1,2";"235,0";"5,9";"";"0,0"
"19/09/2021";"0300";"20,2";"21,0";"20,2";"79,0";"79,0";"75,0";"16,4";"16,5";"16,4";"915,9";"916,2";"915,9";"2,2";"249,0";"4,2";"";"0,0"
"19/09/2021";"0400";"19,9";"20,2";"19,8";"80,0";"80,0";"79,0";"16,4";"16,5";"16,3";"915,4";"915,9";"915,3";"2,2";"249,0";"4,5";"";"0,0"
"19/09/2021";"0500";"19,7";"20,0";"19,7";"80,0";"80,0";"79,0";"16,3";"16,4";"16,2";"914,8";"915,4";"914,8";"1,9";"238,0";"4,5";"";"0,0"
"19/09/2021";"0600";"19,0";"19,7";"19,0";"84,0";"84,0";"80,0";"16,2";"16,3";"16,2";"914,4";"914,8";"914,4";"1,9";"248,0";"4,5";"";"0,0"
"19/09/2021";"0700";"19,2";"19,3";"19,0";"84,0";"84,0";"83,0";"16,4";"16,4";"16,2";"914,2";"914,4";"914,2";"2,2";"234,0";"4,1";"";"0,0"
"19/09/2021";"0800";"18,8";"19,2";"18,8";"86,0";"86,0";"84,0";"16,4";"16,5";"16,4";"914,5";"914,5";"914,2";"1,6";"239,0";"3,9";"";"0,0"
"19/09/2021";"0900";"18,8";"18,8";"18,6";"86,0";"87,0";"86,0";"16,5";"16,6";"16,4";"915,1";"915,1";"914,5";"2,2";"225,0";"3,8";"";"0,0"
"19/09/2021";"1000";"19,4";"19,4";"18,8";"81,0";"86,0";"80,0";"16,0";"16,5";"15,8";"915,9";"915,9";"915,1";"0,6";"239,0";"3,7";"119,20";"0,0"
"19/09/2021";"1100";"21,4";"21,4";"19,4";"72,0";"81,0";"72,0";"16,1";"16,2";"15,8";"916,7";"916,7";"915,9";"0,8";"224,0";"4,2";"747,30";"0,0"
"19/09/2021";"1200";"24,6";"24,6";"21,3";"60,0";"72,0";"60,0";"16,2";"16,4";"15,8";"917,2";"917,2";"916,7";"0,7";"219,0";"3,6";"1474,10";"0,0"
"19/09/2021";"1300";"28,4";"28,4";"24,6";"45,0";"60,0";"45,0";"15,4";"16,7";"15,4";"917,3";"917,4";"917,2";"0,0";"116,0";"2,5";"2290,20";"0,0"
"19/09/2021";"1400";"30,0";"30,0";"28,4";"40,0";"46,0";"39,0";"14,9";"15,9";"14,3";"917,1";"917,3";"917,1";"1,3";"171,0";"5,7";"2760,90";"0,0"
"19/09/2021";"1500";"31,6";"32,0";"29,7";"37,0";"41,0";"36,0";"14,9";"15,4";"14,1";"916,3";"917,1";"916,3";"1,4";"265,0";"5,4";"3131,90";"0,0"
"19/09/2021";"1600";"33,2";"33,3";"30,5";"31,0";"38,0";"29,0";"13,6";"15,2";"12,6";"915,5";"916,3";"915,5";"1,1";"310,0";"5,9";"3133,10";"0,0"
"19/09/2021";"1700";"31,9";"33,8";"31,9";"34,0";"34,0";"29,0";"13,9";"14,1";"12,7";"914,7";"915,5";"914,7";"3,4";"268,0";"8,2";"2482,00";"0,0"
"19/09/2021";"1800";"32,5";"33,2";"31,8";"35,0";"35,0";"31,0";"14,8";"15,1";"13,6";"914,1";"914,7";"914,1";"2,3";"222,0";"8,2";"1943,50";"0,0"
"19/09/2021";"1900";"32,1";"32,6";"31,6";"34,0";"36,0";"34,0";"14,2";"15,2";"14,2";"914,0";"914,1";"914,0";"3,2";"262,0";"7,4";"1362,70";"0,0"
"19/09/2021";"2000";"30,8";"32,2";"30,8";"36,0";"36,0";"33,0";"14,0";"14,4";"13,4";"914,3";"914,3";"914,0";"3,4";"252,0";"7,5";"867,40";"0,0"
"19/09/2021";"2100";"29,2";"30,8";"29,2";"41,0";"41,0";"36,0";"14,7";"14,7";"13,8";"914,9";"914,9";"914,3";"2,2";"258,0";"7,2";"184,40";"0,0"
"19/09/2021";"2200";"27,2";"29,2";"27,2";"50,0";"50,0";"41,0";"15,9";"15,9";"14,7";"915,6";"915,6";"914,9";"1,4";"236,0";"4,5";"";"0,0"
"19/09/2021";"2300";"25,3";"27,2";"25,3";"57,0";"57,0";"50,0";"16,1";"16,2";"15,8";"916,1";"916,2";"915,6";"0,3";"258,0";"4,8";"";"0,0"
"20/09/2021";"0000";"24,0";"25,3";"24,0";"63,0";"63,0";"57,0";"16,5";"16,5";"16,1";"916,5";"916,5";"916,1";"1,1";"242,0";"4,9";"";"0,0"
"20/09/2021";"0100";"23,2";"23,9";"23,1";"67,0";"67,0";"63,0";"16,7";"16,7";"16,5";"916,9";"916,9";"916,4";"2,3";"254,0";"4,1";"";"0,0"
"20/09/2021";"0200";"22,1";"23,2";"22,0";"72,0";"73,0";"67,0";"16,8";"16,9";"16,6";"916,7";"917,0";"916,6";"2,6";"251,0";"5,0";"";"0,0"
"20/09/2021";"0300";"20,7";"22,1";"20,7";"79,0";"79,0";"72,0";"17,0";"17,0";"16,8";"916,2";"916,7";"916,2";"2,1";"244,0";"5,2";"";"0,0"
"20/09/2021";"0400";"19,4";"20,7";"19,4";"86,0";"86,0";"79,0";"16,9";"16,9";"16,8";"915,7";"916,2";"915,7";"2,4";"237,0";"4,6";"";"0,0"
"20/09/2021";"0500";"19,0";"19,4";"19,0";"86,0";"87,0";"86,0";"16,7";"16,9";"16,7";"915,4";"915,7";"915,4";"2,5";"248,0";"4,6";"";"0,0"
"20/09/2021";"0600";"18,2";"19,0";"18,2";"90,0";"90,0";"86,0";"16,5";"16,7";"16,4";"915,3";"915,4";"915,2";"2,9";"246,0";"5,2";"";"0,0"
"20/09/2021";"0700";"17,6";"18,2";"17,6";"93,0";"93,0";"90,0";"16,4";"16,5";"16,4";"915,3";"915,3";"915,3";"3,0";"241,0";"5,3";"";"0,0"
"20/09/2021";"0800";"17,3";"17,6";"17,3";"95,0";"95,0";"93,0";"16,5";"16,6";"16,4";"915,9";"915,9";"915,3";"3,3";"242,0";"6,3";"";"0,0"
"20/09/2021";"0900";"17,5";"17,5";"17,2";"96,0";"96,0";"95,0";"16,8";"16,8";"16,5";"916,6";"916,6";"915,9";"0,2";"310,0";"6,0";"";"0,0"
"20/09/2021";"1000";"17,9";"17,9";"17,5";"93,0";"96,0";"92,0";"16,7";"16,8";"16,6";"917,1";"917,1";"916,5";"2,2";"218,0";"4,8";"189,90";"0,0"
"20/09/2021";"1100";"20,4";"20,4";"17,9";"81,0";"93,0";"81,0";"17,1";"17,3";"16,6";"917,1";"917,2";"917,0";"2,2";"193,0";"5,5";"851,40";"0,0"
"20/09/2021";"1200";"22,9";"22,9";"20,4";"67,0";"81,0";"66,0";"16,5";"17,0";"15,9";"917,0";"917,3";"917,0";"2,0";"225,0";"5,6";"1746,90";"0,0"
"20/09/2021";"1300";"27,8";"27,8";"22,9";"44,0";"67,0";"44,0";"14,4";"16,6";"14,4";"916,1";"917,0";"916,1";"0,4";"129,0";"5,4";"2407,10";"0,0"
"20/09/2021";"1400";"30,4";"30,8";"27,7";"34,0";"44,0";"33,0";"12,6";"14,6";"12,2";"915,8";"916,1";"915,8";"0,9";"74,0";"4,6";"2761,00";"0,0"
"20/09/2021";"1500";"32,9";"33,7";"30,4";"24,0";"35,0";"24,0";"9,6";"13,2";"9,6";"915,4";"915,8";"915,4";"1,0";"346,0";"4,0";"3174,70";"0,0"
"20/09/2021";"1600";"34,2";"35,1";"32,5";"22,0";"26,0";"21,0";"9,7";"11,2";"9,0";"914,3";"915,4";"914,3";"1,8";"360,0";"5,6";"3155,00";"0,0"
"20/09/2021";"1700";"34,9";"35,4";"33,9";"21,0";"22,0";"20,0";"9,1";"10,2";"8,5";"913,7";"914,3";"913,7";"3,5";"351,0";"8,8";"2742,60";"0,0"
"20/09/2021";"1800";"35,0";"35,4";"33,6";"19,0";"22,0";"18,0";"7,9";"9,4";"7,4";"913,0";"913,7";"913,0";"4,4";"356,0";"9,2";"1875,70";"0,0"
"20/09/2021";"1900";"35,0";"35,7";"34,7";"19,0";"20,0";"18,0";"7,7";"9,3";"7,4";"912,9";"913,0";"912,8";"3,1";"331,0";"9,2";"1642,00";"0,0"
"20/09/2021";"2000";"34,3";"35,5";"33,9";"21,0";"21,0";"18,0";"8,5";"8,7";"6,9";"913,1";"913,1";"912,9";"3,2";"330,0";"8,1";"922,00";"0,0"
"20/09/2021";"2100";"32,3";"34,3";"32,3";"25,0";"25,0";"21,0";"9,7";"9,7";"8,7";"913,4";"913,4";"913,1";"2,2";"315,0";"6,1";"207,10";"0,0"
"20/09/2021";"2200";"29,8";"32,3";"29,8";"32,0";"32,0";"25,0";"11,1";"11,1";"9,7";"913,8";"913,8";"913,4";"0,0";"227,0";"5,1";"";"0,0"
"20/09/2021";"2300";"28,8";"29,8";"28,7";"42,0";"42,0";"32,0";"14,6";"14,7";"11,0";"914,3";"914,3";"913,8";"0,1";"223,0";"2,0";"";"0,0"
"21/09/2021";"0000";"27,0";"28,8";"27,0";"41,0";"45,0";"39,0";"12,7";"14,8";"12,7";"914,8";"914,8";"914,3";"0,0";"130,0";"2,0";"";"0,0"
"21/09/2021";"0100";"25,8";"27,1";"25,8";"46,0";"46,0";"41,0";"13,3";"13,6";"12,6";"915,1";"915,1";"914,8";"0,0";"201,0";"0,0";"";"0,0"
"21/09/2021";"0200";"24,7";"25,8";"24,6";"53,0";"54,0";"46,0";"14,6";"14,6";"13,4";"914,9";"915,1";"914,9";"0,0";"259,0";"0,0";"";"0,0"
"21/09/2021";"0300";"23,7";"24,7";"23,7";"52,0";"57,0";"52,0";"13,3";"14,8";"13,3";"914,6";"914,9";"914,6";"0,2";"234,0";"2,1";"";"0,0"
"21/09/2021";"0400";"23,0";"23,7";"22,7";"53,0";"61,0";"52,0";"13,0";"14,7";"13,0";"914,5";"914,6";"914,4";"0,4";"253,0";"1,7";"";"0,0"
"21/09/2021";"0500";"22,3";"23,1";"22,2";"56,0";"56,0";"53,0";"13,0";"13,1";"12,8";"914,0";"914,5";"914,0";"0,5";"257,0";"1,8";"";"0,0"
"21/09/2021";"0600";"21,7";"22,3";"21,5";"58,0";"60,0";"56,0";"13,0";"13,6";"12,9";"913,6";"914,0";"913,6";"0,1";"245,0";"1,8";"";"0,0"
"21/09/2021";"0700";"21,0";"21,7";"20,9";"63,0";"66,0";"57,0";"13,7";"14,3";"12,9";"913,3";"913,6";"913,3";"0,0";"162,0";"1,8";"";"0,0"
"21/09/2021";"0800";"20,4";"21,2";"20,4";"67,0";"67,0";"63,0";"14,1";"14,2";"13,6";"913,3";"913,3";"913,2";"0,0";"18,0";"1,1";"";"0,0"
"21/09/2021";"0900";"20,4";"20,6";"20,2";"67,0";"68,0";"65,0";"14,0";"14,2";"13,7";"913,4";"913,4";"913,2";"0,0";"349,0";"0,0";"";"0,0"
"21/09/2021";"1000";"21,4";"21,4";"20,4";"62,0";"67,0";"62,0";"13,7";"14,2";"13,5";"913,8";"913,8";"913,4";"0,0";"327,0";"1,0";"199,30";"0,0"
"21/09/2021";"1100";"24,0";"24,1";"21,4";"52,0";"62,0";"52,0";"13,5";"14,2";"13,1";"914,4";"914,5";"913,8";"0,8";"316,0";"2,1";"750,10";"0,0"
"21/09/2021";"1200";"27,0";"27,0";"24,0";"44,0";"53,0";"44,0";"13,7";"13,9";"12,9";"914,7";"914,7";"914,4";"0,1";"329,0";"2,1";"919,10";"0,0"
"21/09/2021";"1300";"30,2";"30,2";"27,0";"35,0";"44,0";"34,0";"13,1";"14,0";"12,4";"914,8";"914,9";"914,7";"1,7";"78,0";"3,6";"2145,10";"0,0"
"21/09/2021";"1400";"32,9";"33,1";"29,9";"29,0";"36,0";"29,0";"12,6";"13,6";"12,6";"914,7";"914,9";"914,7";"0,7";"87,0";"3,9";"2394,40";"0,0"
"21/09/2021";"1500";"33,8";"34,5";"32,7";"25,0";"29,0";"24,0";"10,9";"12,8";"10,4";"913,8";"914,7";"913,8";"3,0";"26,0";"6,4";"2833,10";"0,0"
"21/09/2021";"1600";"35,0";"35,6";"33,8";"20,0";"25,0";"18,0";"8,7";"11,3";"6,8";"912,7";"913,8";"912,6";"4,8";"20,0";"10,2";"2702,60";"0,0"
"21/09/2021";"1700";"34,6";"35,9";"34,6";"19,0";"20,0";"17,0";"7,6";"8,7";"6,8";"911,8";"912,6";"911,8";"4,0";"338,0";"10,6";"2286,60";"0,0"
"21/09/2021";"1800";"31,6";"35,5";"31,6";"39,0";"39,0";"17,0";"16,0";"16,0";"6,8";"911,6";"911,8";"911,3";"4,7";"276,0";"11,2";"1553,80";"0,0"
